patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P53100,放射線分析方法、放射線分析装置,冠城 雅晃; 島添 健次*,高線量下においても放射線検出器で得られたエネルギースペクトルの解析によって試料の分析を高精度で行う。 この放射線分析方法においては、まず、試料のスペクトル(実測スペクトル)が放射線検出器によって測定される(試料測定工程:S1)。ここではシンチレータとして異なる大きさのものが複数種類、遮蔽体として異なる厚さのものが複数種類用いられ、各条件(設定条件)毎に実測スペクトルが得られる。次に、参照用線源に対して、前記同様の測定が行われる(参照用線源測定工程:S2)。次に、参照用線源測定工程(S2)で得られた参照スペクトルから、前記のように実測スペクトル中における背景核種(137CS)に起因する成分である背景核種起因成分を推定する(背景核種起因成分推定工程:S3)。次に、実測スペクトルと背景核種起因成分との差分となる補正後スペクトルが算出される(補正後スペクトル算出工程:S4)。,https://jopss.jaea.go.jp/search/servlet/search?P53100,2022-555593,WO-2022/075455,7665216,2021/10/08,2022/04/14,2025/04/11,G01T 1/167(2006.01):G01T 1/20 (2006.01):G01T 1/208(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P53100A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P53100A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P53100B.pdf,2,推定
P52240,核物質分布測定装置,森下 祐樹; not registered,【課題】放射線のバックグラウンド成分を適切に認識することによって核物質の分布を適正に認識する。 【解決手段】位置検出型放射線検出器がα線又はβ線を検出することによって、パルス状の出力信号が発せられる(S1)。解析部は、この波形データから、この出力信号がα線によるものかβ線によるものかを認識し(S2)、認識されたエネルギーと位置情報、検出時刻を、α線、β線毎に区分して記憶部に記憶させる(S3)。測定時間内における全ての検出によって上記の情報が記憶された後、解析部は、β線の検出時刻とα線の検出時刻とが近い組み合わせ(α-β相関イベント)を抽出する(S5)。解析部は、この結果より、222RNに起因したバックグラウンド成分を算出することができる(S7)。検出されたα線の検出強度からこのバックグラウンド成分を差し引いた値を、補正後のα線の検出強度とすることができる(S8)。,https://jopss.jaea.go.jp/search/servlet/search?P52240,2020-062776,2021-162422,7347805,2020/03/31,2021/10/11,2023/09/11,G01T 1/16 (2006.01):G01T 1/17 (2006.01):G01T 1/36 (2006.01):G01T 1/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52240A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52240A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52240B.pdf,2,認識
P52180,放射線検出器,森下 祐樹; not registered,【課題】α線とβ線を区別して高感度で検出することができる放射線検出器を得る。 【解決手段】スチルベンで構成されたシンチレータ10が用いられる。光検出器20からは、α線、β線のシンチレータ10に対する入射毎にパルス出力が発せられる。コンピュータ40における解析部41により、このパルス信号における積分値であるI1、I2がパルス毎に算出され、I2/I1が算出される。この結果、I2/I1の値が閾値Kよりも大きい場合には、この出力はα線によるものと認識され、I2/I1の値が閾値K以下であった場合には、この出力はβ線によるものとしてカウントされる。,https://jopss.jaea.go.jp/search/servlet/search?P52180,2020-062775,2021-162421,7352963,2020/03/31,2021/10/11,2023/09/21,G01T 1/20 (2006.01):G01T 1/16 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52180A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52180A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52180B.pdf,2,認識
P51461,放射能評価方法、放射能評価プログラム及び放射能評価装置,山本 耕輔 ; 川越 慎司 ; 東浦 則和 ; 水井 宏之; not registered,【課題】評価の保守性の観点から放射能濃度を適切に評価することができる放射能評価方法を提供する。 【解決手段】放射能評価方法は、測定対象物の放射能濃度を算定する放射能濃度算定工程(S4)と、放射能濃度の相対誤差σ'Dを算定する誤差算定工程(S5)と、放射能濃度の相対誤差σ'Dに基づく不確定性を考慮して放射能濃度を評価する評価工程(S6)とを含み、誤差算定工程(S5)は、グロス計数率の測定プロセスに起因する複数のグロス誤差を重畳してグロス計数率の誤差σCGを算定するグロス誤差算定工程(S51)と、測定BG計数率の測定プロセス及び推定BG計数率の推定プロセスに起因する複数のBG誤差を重畳して推定BG計数率の誤差σCBGを算定するBG誤差算定工程(S52)と、グロス計数率の誤差σCGと、推定BG計数率の誤差σCBGとに基づいて、正味計数率の相対誤差σ'CNを算定する正味計数率誤差工程(S53)とを含む。,https://jopss.jaea.go.jp/search/servlet/search?P51461,2020-055379,2021-156662,7426624,2020/03/26,2021/10/07,2024/01/25,G01T 1/167(2006.01):G01T 1/17 (2006.01):G01T 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P51461A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P51461A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P51461B.pdf,2,推定
P52082,放射化汚染の放射能評価の際の評価対象となる核種の選定方法,林 宏一 ; 水井 宏之 ; 副島 吾郎 ; 岩井 紘基; not registered,【課題】原子炉等の廃止措置において扱われる廃棄物に対するクリアランス判定に際して、評価の対象とすべき核種を、安全性を確保しつつ簡易に選定する。 【解決手段】全ての核種についてDKが算出される(S1)。次に、全てのDKに基づいてQ0が、重要核種(10種)のDKのみに基づいてQ1が選定のための指標値としてそれぞれ算出される(S2:算出工程)。Q1/Q0≧0.9でない場合(S3:NO)には、重要核種(10種)以外の核種の寄与が無視できないと認識されるため、重要核種以外で、DK/CKが大きな核種をDK/CKの大きな順に選定し、ここで追加された核種が、重要核種(10種)に加えて選定される(S7:選定工程)。DKの算出に際して、重要核種(10種類)に対しては下限側代表値が、重要核種以外の核種(23種類)に対しては上限側代表値)が、各元素の組成の代表値として用いられる。,https://jopss.jaea.go.jp/search/servlet/search?P52082,2020-060021,2021-156835,7286166,2020/03/30,2021/10/07,2023/05/26,G01T 1/167(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52082A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52082A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52082B.pdf,2,認識
P51280,α線放出核種の分析方法及び分析装置,瀬川 麻里子 ; 藤 暢輔 ; 前田 亮; 西中 一朗*,【課題】溶液中のα線放出核種の化学形毎のα線量を、迅速且つ正確に分析可能なα線放出核種の分析方法を提供する。 【解決手段】α線放出核種の分析方法は、α線放出核種を含む溶液を薄層プレートに滴下し、薄層クロマトグラフィによって、α線放出核種を化学形毎に分離する分離ステップ(S11)と、放射線のうちα線を選択的に可視光線に変換するα線シンチレータを介して、線放出核種が化学形毎に分離された薄層プレートを撮像する撮像ステップ(S12)と、α線放出核種の各化学形に対応するスポット領域の輝度値を、撮像ステップで撮像した画像から抽出する抽出ステップ(S13)と、輝度値とα線量との予め求められた対応関係に基づいて、抽出ステップで抽出した輝度値に対応するα線量を、α線放出核種の化学形毎に特定する特定ステップ(S14)とを含む。,https://jopss.jaea.go.jp/search/servlet/search?P51280,2019-136227,2021-021567,7128479,2019/07/24,2021/02/18,2022/08/23,G01T 1/167(2006.01):G01T 1/20 (2006.01):G01N 30/95 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P51280A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P51280A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P51280B.pdf,2,画像
P51380,ピペットシステム,大澤 崇人; not registered,【課題】多関節ロボットによって電動ピペットをハンドリングさせて、分注などの化学操作を行わせることが可能となるピペットシステムを提供する。 【解決手段】本発明に係るピペットシステムは、チップCが着脱される先端部を有し、装着されたチップCに対して液体を吸入すると共に、吸入した液体を排出する分注機構170と、先端部に装着されたチップを取り外すチップ取り外し機構270と、前記分注機構170を駆動する第1ステッピングモーター130と、前記チップ取り外し機構270を駆動する第2ステッピングモーター230と、前記第1ステッピングモーター130及び前記第2ステッピングモーター230に対して、それぞれ電気接続がなされる雌コネクタ220と、からなる電動ピペット100を含むことを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P51380,2019-060067,2020-159885,7162259,2019/03/27,2020/10/01,2022/10/20,G01N 1/00 (2006.01):B01L 3/02 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P51380A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P51380A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P51380B.pdf,2,ロボット
P50740,核物質検知装置,米田 政夫 ; 藤 暢輔; not registered,【課題】小型の装置を用いて核物質を高精度で検知する。 【解決手段】中性子線源10と試料Sの位置関係は、円板20の回転の位相(角度)で定まる。円板20の回転軸20Aは、モーターで駆動され、この回転はコンピューター40で制御される。コンピューター40には、中性子検出器30の出力も入力する。コンピューター40は、円板20の回転に伴うカウント数の変遷を認識することができる。円板20を回転させることにより、中性子線源10と試料Sとの間の距離が変化し、かつこの動きがこの距離が最小となる状態の前後で対称となるように中性子線源10を移動させ、この際に試料S側から発せられる中性子の中性子検出器30によるカウント数の変遷を検出する。この結果における、距離が最小となる状態の前のカウント数と、距離が最小となる状態の後のカウント数との違いに基づいて、試料Sにおける核物質の存在の有無を認識する。,https://jopss.jaea.go.jp/search/servlet/search?P50740,2018-181563,2020-051895,7219442,2018/09/27,2020/04/02,2023/01/31,G01N 23/222(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P50740A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P50740A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P50740B.pdf,2,認識
P50480,濁度推定による早期警報機能付き水中放射能測定装置、水中放射能測定システム,眞田 幸尚; 五十嵐 務* ; 森 多美雄* ; 伊藤 康夫*,【課題】懸濁水中の水中放射能濃度を測定して、早期に警報を行うことができる水中放射能測定装置を提供する。 【解決手段】本発明の水中放射能測定装置1は、放射性物質を含む懸濁水から放射線のカウント数を測定する放射線計数計2と、懸濁水の濁度を測定する濁度計3と、放射線計数計2と濁度計3とを制御する測定制御部7とを備えている。測定制御部7のデータ収集部7Aは、カウント数と濁度とを測定し、放射線計数計2により測定されたカウント数から懸濁水の任意の放射線物質の放射能濃度を算出する。測定制御部7の警報部7Cは、データ収集部7Aにより算出された放射能濃度が、予め定めた警報放射能濃度より高い場合、放射能濃度と濁度との関係式から警報放射能濃度に対応する警報濁度を定めて、測定された濁度が警報濁度より高い場合に警報を発する。,https://jopss.jaea.go.jp/search/servlet/search?P50480,2018-002573,2019-120664,7072793,2018/01/11,2019/07/22,2022/05/13,G01T 1/167(2006.01):G01T 1/17 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P50480A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P50480A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P50480B.pdf,2,推定
P14105,撮像装置,武内 伴照 ; 土谷 邦彦; 加藤 真一* ; 渡辺 恭志*,【課題】放射線環境下においても、良好な画像を撮像可能な撮像装置を提供する。 【解決手段】撮像装置は画素がPG(フォトゲート)型CMOS撮像素子で構成された固体撮像部1と、撮像素子を遮光した状態で得られた電圧レベルに基づいて暗電流の検出をする暗電流検出手段2と、暗電流を検出した場合に、撮像素子のPG電圧を制御することにより暗電流を抑制するPG電圧制御手段6と、電流検出手段で暗電流を検出しなかった場合に、撮像素子を遮光しない状態で得られた電圧レベルに基づいて補正係数を決定する補正係数決定手段と、撮像素子のそれぞれから出力される電圧レベルを、決定した補正係数を用いて補正することによって、最終的に出力される映像信号の輝度階調を制御する輝度階調制御手段3とを備える。PG電圧制御手段は、PG電圧を所定値だけ変更したときに変動する飽和電荷量のレベルに応じたPG電圧に設定する。,https://jopss.jaea.go.jp/search/servlet/search?P14105,2017-058161,2018-160858,6837640,2017/03/23,2018/10/11,2021/02/15,H04N 5/361(2011.01):H04N 5/374(2011.01):H04N 5/243(2006.01):H01L 27/146(2006.01):H01L 27/144(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P14105A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P14105A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P14105B.pdf,2,画像
P14040,デブリの堆積量推定装置及び推定方法,近澤 佳隆 ; 鍋島 邦彦 ; 石川 信行; 岡﨑 仁*,【課題】安全かつ確実に、炉内に堆積したデブリの堆積量を推定することを可能としたデブリの堆積量推定装置及び推定方法を提供する。 【解決手段】原子炉容器10の外部から当該原子炉容器10内の中性子束の計測を行う中性子検出器31と、炉心損傷状況を想定した解析を行ってデブリの堆積量と中性子束の量との関連付けを行う遮蔽解析部321および遮蔽解析部321による解析結果と中性子検出器31によって検出した中性子束の値とを比較して原子炉容器10内に実際に堆積しているデブリDの量を推定するデブリ堆積量推定演算部324とを備えるデブリ堆積量推定部32とにより、炉心11を収納し液体金属18が充填された原子炉容器10内のデブリDの堆積量を推定するようにした。,https://jopss.jaea.go.jp/search/servlet/search?P14040,2015-170417,2017-049028,6563745,2015/08/31,2017/03/09,2019/08/02,G21C 17/00 (2006.01):G01T 3/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P14040A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P14040A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P14040B.pdf,2,推定
P14019,超音波検査装置,近澤 佳隆 ; 荒 邦章 ; 相澤 康介; 由井 正弘* ; 谷口 善洋* ; 加藤 潤悟* ; 植本 洋平*,【課題】受信信号に重畳されるノイズを低減し、画像化における視認性を向上させることを可能とした超音波検査装置を提供する。 【解決手段】媒質40中に存在する被測定対象物50に対して超音波61を送信する送信センサ11と、受信センサ用貫通孔14Cを有するバックアッププレート14並びに受信センサ用貫通孔14Cを覆うダイヤフラム16を有する受信センサ12とを備え、被測定対象物50によって反射された超音波61の反射波62によるダイヤフラム16の振動を解析して被測定対象物50までの距離の測定または被測定対象物50の可視化を行う超音波検査装置において、バックアッププレート14とダイヤフラム16との間に、耐熱性を有し超音波を反射する伝搬防止板18を設けた。,https://jopss.jaea.go.jp/search/servlet/search?P14019,2015-059268,2016-176908,6571958,2015/03/23,2016/10/06,2019/08/16,G01S 7/521(2006.01):G01S 15/89 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P14019A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P14019A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P14019B.pdf,2,画像
P13992,光無線通信装置、光無線通信方法および光無線通信システム,武内 伴照 ; 上野 俊二 ; 柴田 裕司; 柴垣 太郎* ; 野沢 省吾*,【課題】光無線通信において、通信状態が変化した場合においても、受信側から送信側への情報伝送速度の変更指示を要さずに、安定したデータの通信を可能にする。 【解決手段】送信側には、情報を2次元コードに対応した光パターンで表示可能な表示手段と、送信情報を光パターンで表示させるための2次元符号化データに変換する手段と、送信情報を時系列データに変換する手段と、光パターンが時系列データに基づいて強度変調されるように、2次元符号化データと時系列データとを重畳する手段と、そのデータに基づいて前記表示手段を駆動する手段と、を有する送信装置100を設ける。受信側には、表示手段を撮影するカメラ210と、カメラが撮影した映像から光パターンを読取って送信情報を復元する手段と、光パターンの強度変調状態から送信情報を復元する手段と、を有する受信装置200を設ける。,https://jopss.jaea.go.jp/search/servlet/search?P13992,2014-195743,2016-066957,6448121,2014/09/25,2016/04/28,2018/12/14,H04B 10/116(2013.01):H04B 10/516(2013.01),https://jopss.jaea.go.jp/pdfdata/P1/P13992A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13992A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13992B.pdf,2,カメラ
P13951,超音波検査装置,近澤 佳隆 ; 荒 邦章 ; 相澤 康介; 由井 正弘* ; 谷口 善洋* ; 植本 洋平*,"【課題】受信信号に重畳されるノイズを低減し、画像化における視認性を向上させることを可能とした超音波検査装置を提供する。 【解決手段】媒質40中に存在する被測定対象物50に対して超音波61を送信する送信センサ11と、受信センサ用貫通孔14Cを有するバックアッププレート14並びに受信センサ用貫通孔14Cを覆うダイヤフラム16を有する受信センサ12とを備え、被測定対象物50によって反射された超音波61の反射波62によるダイヤフラム16の振動を解析して被測定対象物50までの距離の測定または被測定対象物50の可視化を行う超音波検査装置において、バックアッププレート14又はダイヤフラム16又はその両方に、バックアッププレート14の内部又はダイヤフラム16の表面又はその両方を伝搬する超音波65,66を減衰させる超音波減衰手段を設けた。",https://jopss.jaea.go.jp/search/servlet/search?P13951,2014-065251,2015-187576,6347539,2014/03/27,2015/10/29,2018/06/08,G01S 7/521(2006.01):G01N 29/24 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13951A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13951A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13951B.pdf,2,画像
P13673,防護服着用作業員の熱中症発症リスク管理システムの作動方法,高橋 直樹; not registered,【課題】作業員にかかる負担を最小限に抑えつつ、熱中症に対する防護服着用作業員の安全と作業効率の向上という相反する要求を同時に満たすことができるようにする。 【解決手段】防護服着用作業員の鼓膜温を赤外線方式による耳栓型鼓膜温測定センサで検出し、実測した鼓膜温を、着用防護服の被服条件、作業環境の温湿度条件、及び作業時の運動強度に応じて予め求めておいた予測式に入力して直腸温を予測し、予測した直腸温に基づいて直腸温基準の熱中症の発症リスク管理を行う方法である。予測式は、例えば、直腸温を目的変数とし、鼓膜温を説明変数として回帰分析を行うことで得られる、定数項有りの一次式とする。予測した直腸温の直近の時間的な変化傾向から、防護服の脱装に要する時間経過後の直腸温を推測し、その推測した直腸温が警報設定値を超える時に作業中断・防護服脱装を指示し退域行動に移るようにリスク管理を行う。,https://jopss.jaea.go.jp/search/servlet/search?P13673,2011-189457,2013-048812,5842237,2011/08/31,2013/03/14,2015/11/27,A61B 5/01 (2006.01):A62B 17/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13673A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13673A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13673B.pdf,2,予測
P13416,高純度99MTC濃縮方法及び濃縮装置,木村 明博 ; 土谷 邦彦 ; 石原 正博; 山林 尚道* ; 棚瀬 正和* ; 佐藤 裕一*,【課題】がん、心筋梗塞、脳卒中をはじめとする疾病の画像診断に必要な高い放射能溶液濃度を持つ99MTcを、短い時間で高純度に製造する方法を提供すること。 【解決手段】純水の溶離液を用いて、ジェネレータ100の高分子ジルコニウム化合物(PZC)から99MTcを溶離させ、得られた99mTc溶離液にケトン系有機溶剤を混合し、99mTc溶離液中の99MTcをケトン系有機溶剤で選択的に抽出し、その後加熱によりケトン系有機溶剤を除去し、高純度かつ高濃度の99MTcを得る。,https://jopss.jaea.go.jp/search/servlet/search?P13416,2009-264740,2011-105567,5598900,2009/11/20,2011/06/02,2014/08/22,G21G 4/08 (2006.01):C22B 3/26 (2006.01):C22B 60/00 (2006.01):B01D 59/24 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13416A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13416A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13416B.pdf,2,画像
P12921,ZNS蛍光体を用いたシンチレーション中性子検出器の中性子/ガンマ線弁別方法,片桐 政樹 ; 中村 龍也; ニゲル・ローズ* ; エリック・シューネヴェルド*,【課題】ZNS蛍光体を用いた中性子イメージ検出器において、計数率特性を維持したままガンマ線感度の低減を図る。 【解決手段】中性子用シンチレータとしてZNS:AG/6LIF中性子検出シートを用い、この検出シートの背後に64本の波長シフトファイバ束をおき、その下面に直交して64本の波長シフトファイバを配置し、縦軸と横軸の波長シフトファイバ束とする。波長シフトファイバ束はそれぞれ64チャンネル光電子増倍管に接続される。マルチアノード光電子増倍管から出力された信号は高速アンプと波高弁別器で10倍に増幅し、波高弁別する。その後、AND回路、ゲート時間発生回路、ゲート回路及びOR回路から構成される回路を用いて、ガンマ線と認識した場合には中性子信号を無効とする。その場合にも、XとYの出力信号のうち少なくとも1つの信号が所定のゲート時間内に計数される場合には中性子信号として計数する。,https://jopss.jaea.go.jp/search/servlet/search?P12921,2006-293314,2008-111677,4791935,2006/10/27,2008/05/15,2011/07/29,G01T 3/06 (2006.01):G01T 1/20 (2006.01):G01T 1/172(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P12921A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P12921A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P12921B.pdf,2,認識
P54681,振動スパーテル,大澤 崇人 ; 野澤 拓也 ; 國分 陽子 ; 阿部 一英; 岩田 君彦*,【課題】スパーテル部の形状に関わらずスパーテル部を適切且つ直感的に振動可能であり、ユーザにとって使い勝手の良い電動式の振動スパーテルを提供することを目的とする。 【解決手段】電動式の振動スパーテルは、ユーザによって把持される中空のハンドル部と、ハンドル部の内部に収容され、電力によって振動する振動機構と、ハンドル部の先端部に着脱可能に取り付けられ、振動機構の振動によって振動するスパーテル部と、ハンドル部に設けられ、ハンドル部を把持する前記ユーザによって押圧されるスイッチ部と、を備える。スイッチ部は、ユーザの押圧力の大きさに応じてスパーテル部の振動状態を変化させる。,https://jopss.jaea.go.jp/search/servlet/search?P54681,2024-208859,2026-095107,,2024/11/29,2026/06/10,,B01L 3/18 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54681A.pdf,0,
P54621,高温水素供給システム,野口 弘喜 ; 佐藤 博之 ; 坂場 成昭; 加藤 之貴*,【課題】高温ガス炉を用いた、発電、水素製造、水素加熱による、高温水素を例えば水素還元製鉄等に大量かつ安定して供給可能な高温水素供給システムを提供すること。 【解決手段】高温ガス炉からの熱を炉外に取り出す中間熱交換器と、取り出された熱を用いて発電を行うタービン発電設備と、タービン発電設備の廃熱を利用するための低温熱利用設備と、低温熱利用設備から供給される水蒸気又は水、及びタービン発電設備から給電される電気を利用して水素を製造し、水素を前記中間熱交換器からの熱を用いて加熱した上でシステム外部に供給する第2の熱利用設備とを備える。,https://jopss.jaea.go.jp/search/servlet/search?P54621,2024-206201,2026-092933,,2024/11/27,2026/06/08,,C25B 15/021(2021.01):C25B 1/042 (2021.01):C25B 9/00 (2021.01):C01B 3/02 (2026.01):G21D 5/00 (2006.01):G21C 15/12 (2006.01),,0,
P55043,振動スパーテル,大澤 崇人 ; 野澤 拓也 ; 國分 陽子 ; 阿部 一英; 岩田 君彦*,"Provided is an electric vibrating spatula capable of vibrating a spatula portion of various shapes in an appropriate and intuitive manner, with excellent usability. The electric vibrating spatula includes: a hollow handle portion to be held by a user; a vibration mechanism housed inside of the handle portion and configured to vibrate with electric power; a spatula portion removably attached to a distal end of the handle portion and configured to vibrate in response to vibration of the vibration mechanism; and a switch portion provided on the handle portion and configured to be pressed by the user holding the handle portion. The switch portion changes a vibration state of the spatula portion in accordance with a magnitude of pressing force applied by the user.",https://jopss.jaea.go.jp/search/servlet/search?P55043,19/389969,US 2026-0153412 A1,,2025/11/14,2026/06/04,,G01N 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P55043A.pdf,0,
P54460,温度制御装置及び温度制御方法,大澤 崇人; not registered,【課題】PID制御の複雑なパラメータ設定を必要とすることなく、制御対象の熱特性に適合した形での温度制御を容易に実現することを目的とする。 【解決手段】温度制御装置は、制御周期毎に制御対象の測定温度を取得する取得部と、測定温度が目標温度に到達するよう制御周期毎に操作量を演算する演算部と、操作量に応じて、制御対象を加熱する加熱装置を操作する操作部と、を備える。演算部は、測定温度に基づいて、制御周期毎の目標値として設定される設定温度を決定する設定温度決定部と、測定温度と設定温度との偏差に基づいて、操作量を演算する操作量演算部と、を含む。設定温度決定部は、今回の制御周期の測定温度が、第1温度域に属するか、第1温度域よりも目標温度に近い第2温度域に属するかを判定し、判定結果に応じて異なるアルゴリズムを用いて、今回の制御周期の設定温度を決定する。,https://jopss.jaea.go.jp/search/servlet/search?P54460,2024-178790,2026-068906,,2024/10/11,2026/04/23,,G05B 13/02 (2006.01):G05D 23/19 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54460A.pdf,0,
P54480,蓄熱材料とその製造方法、および熱エネルギーの利用方法,田中 万也; 市坪 哲* ; 岡本 範彦* ; 吉迫 大輝*,【課題】蓄熱量を高めた蓄熱材料を提供する。 【解決手段】本発明の蓄熱材料は、下記(1)、(2)式で表され、デルタ型の結晶構造を有する層状マンガン酸化物100を含み、層状マンガン酸化物100のC軸方向の厚みが、15NM以下であることを特徴とする蓄熱材料。 AXMNO2・NH2O・・・(1) [化1]・・・(2) [上記(1)、(2)式において、Aは、デルタ型の結晶構造を維持するための元素A1、A2、・・・、AMを一括して表す記号であり、Mは1以上の整数であり、X1、X2、・・・、XMは、それぞれ前記元素A1、A2、・・・、AMの組成比を表し、0.00以上、0.50以下の数であり、かつ0.00<X1+X2+・・・+XM≦0.50を満たす数であり、Nは、0.00以上、2.50以下の数である。],https://jopss.jaea.go.jp/search/servlet/search?P54480,2024-159422,2026-054272,,2024/09/13,2026/03/26,,C09K 5/14 (2006.01):F28D 20/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54480A.pdf,0,
P54380,ハイエントロピー合金及びハイエントロピー合金の製造方法,若井 栄一,能登 裕之*,https://jopss.jaea.go.jp/search/servlet/search?P54380,2024-159158,2026-054101,,2024/09/13,2026/03/26,,,https://jopss.jaea.go.jp/pdfdata/P1/P54380A.pdf,0,
P54541,振動測定補助装置及び振動測定方法,武藤 啓太郎 ; 舘 貴裕; 羽木 秀樹*,【課題】汎用性の高い振動測定を可能にする振動測定補助装置を、シンプルな構成で実現する。 【解決手段】振動測定補助装置は、振動センサによる対象物の振動測定を補助する。振動測定補助装置は、前記振動センサを着脱可能に保持する保持部材と、前記保持部材を前記対象物に着脱可能に固定する磁石とを備える。前記保持部材は、板状部材と、前記板状部材の厚み方向に突出する一対の突出部とを有する。前記磁石は、前記突出部に設けられた。,https://jopss.jaea.go.jp/search/servlet/search?P54541,2024-150730,2026-046312,,2024/09/02,2026/03/13,,G01H 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54541A.pdf,0,
P54561,セリウム錯体、発光性固体、樹脂成形体、及びシンチレーター材料,森下 祐樹; 北川 裕一* ; 富川 虎乃輔* ; 稲毛 康太*,【課題】本開示の一側面は、セリウム(III)イオンを含み、強い青色発光を示す新規なセリウム錯体に関する。 【解決手段】セリウム(III)イオンと、チオシアナートイオンと、セリウム(III)イオンと相互作用する配位性化合物とを含む、セリウム錯体。配位性化合物が、第一の化合物、第二の化合物、又はこれらの化合物の組み合わせである。第一の化合物が、HSAB則においてトリフェニルホスフィンオキシドよりも柔らかい塩基である、化合物である。第二の化合物が、HSAB則においてトリフェニルホスフィンオキシドよりも硬い塩基であり、且つ、第二の化合物とセリウム(III)イオンとの相互作用を抑制する置換基を有する、化合物である。,https://jopss.jaea.go.jp/search/servlet/search?P54561,2024-134914,2026-032398,,2024/08/13,2026/02/26,,C01F 17/235(2020.01):C09K 11/06 (2006.01):C07F 9/53 (2006.01):C07F 9/50 (2006.01):C07D 213/61(2006.01):C08L 101/00(2006.01):C08K 3/10 (2018.01):C07F 5/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P54561A.pdf,0,
